category_tree,service_name,stats_category
Capelli Corti > Con Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Capelli Medi > Con Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Capelli Lunghi > Con Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Capelli Corti > Con Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Capelli Medi > Con Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Capelli Lunghi > Con Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Capelli Corti > Con Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Capelli Medi > Con Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Capelli Lunghi > Con Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Capelli Corti > Senza Taglio,Lisciante - Capelli Corti,Taglio
Capelli Medi > Senza Taglio,Lisciante - Capelli Medi,Taglio
Capelli Lunghi > Senza Taglio,Lisciante - Capelli Lunghi,Taglio
Capelli Corti > Senza Taglio,Riduzione Volume - Capelli Corti,Taglio
Capelli Medi > Senza Taglio,Riduzione Volume - Capelli Medi,Taglio
Capelli Lunghi > Senza Taglio,Riduzione Volume - Capelli Lunghi,Taglio
Capelli Corti > Senza Taglio,Anticrespo - Capelli Corti,Taglio
Capelli Medi > Senza Taglio,Anticrespo - Capelli Medi,Taglio
Capelli Lunghi > Senza Taglio,Anticrespo - Capelli Lunghi,Taglio
Non Prenotabili,Elumen - Capelli Corti,Piega
Non Prenotabili,Elumen - Capelli Medi,Piega
Non Prenotabili,Elumen - Capelli Lunghi,Piega
Non Prenotabili,Colpi di Sole - Capelli Corti,Piega
Non Prenotabili,Colpi di Sole - Capelli Medi,Piega
Non Prenotabili,Colpi di Sole - Capelli Lunghi,Piega
Non Prenotabili,Colpi Parziali - Capelli Corti,Meches
Non Prenotabili,Colpi Parziali - Capelli Medi,Meches
Non Prenotabili,Colpi Parziali - Capelli Lunghi,Meches
Capelli Corti > Senza Taglio,Raccolto - Capelli Corti,Taglio
Capelli Medi > Senza Taglio,Raccolto - Capelli Medi,Taglio
Capelli Lunghi > Senza Taglio,Raccolto - Capelli Lunghi,Taglio
Non Prenotabili,Solage Meches - Capelli Corti,Meches
Non Prenotabili,Solage Meches - Capelli Medi,Meches
Non Prenotabili,Solage Meches - Capelli Lunghi,Meches
Non Prenotabili,Color Morfhing - Capelli Corti,Colore
Non Prenotabili,Color Morfhing - Capelli Medi,Colore
Non Prenotabili,Color Morfhing - Capelli Lunghi,Colore
Capelli Corti > Senza Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Capelli Corti > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Capelli Corti > Senza Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Capelli Medi > Senza Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Capelli Medi > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Capelli Medi > Senza Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Capelli Lunghi > Senza Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Capelli Lunghi > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Capelli Lunghi > Senza Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Non Prenotabili,Liscio Perfetto,Balayage
Non Prenotabili,Laminazione Corto,Ciglia/Sopracciglia
Non Prenotabili,S.o.s. ricostruzione fibra capillare  ,Trattamento capelli
Non Prenotabili,Laminazione Medio,Ciglia/Sopracciglia
Non Prenotabili,Laminazione Lunghi,Ciglia/Sopracciglia
Non Prenotabili,App Blindaggio Colore,Colore
Non Prenotabili,Deco Totale- Capelli Medi,Ceretta
Smalto semipermanente,Applicazione smalto semipermanente mani,Manicure
Maschile,Barba Modellata,Barba
Maschile,Shampoo e Piega,Piega
Maschile,Taglio e Shampoo,Taglio
Maschile,"Taglio, Shampoo e Barba",Taglio e barba
Maschile,Taglio Baby,Taglio
Maschile,Barba Colorata,Barba
Maschile,Barba Purificante con Peeliag,Barba
Maschile,Barba A Vapore,Barba
Maschile,Permanente,Permanente
Uomo donna,Trattamento Cute,Ceretta
Maschile,Schiariture,Balayage
Maschile,Trattamento stirante,Trattamento capelli
Maschile,Trattamento  Cheratinizzante,Trattamento capelli
Uomo donna,Solarium spray,Ceretta
Uomo donna,Solarium viso,Ceretta
Uomo donna,Solarium corpo,Ceretta
Maschile,Colore,Colore
nan,Sopracciglia ,Ciglia/Sopracciglia
Acconciature > Non Prenotabili,Shampoo - Capelli Corti,Shampoo
Acconciature > Non Prenotabili,Shampoo - Capelli Medi,Shampoo
Acconciature > Non Prenotabili,Shampoo - Capelli Lunghi,Shampoo
Acconciature > Non Prenotabili,Taglio - Capelli Corti,Taglio
Acconciature > Non Prenotabili,Taglio - Capelli Medi,Taglio
Acconciature > Non Prenotabili,Taglio - Capelli Lunghi,Taglio
Acconciature > Non Prenotabili,Piega - Capelli Corti,Piega
Acconciature > Non Prenotabili,Piega - Capelli Medi,Piega
Acconciature > Non Prenotabili,Piega - Capelli Lunghi,Piega
Acconciature > Non Prenotabili,App Colore (radici) - Capelli Corti,Colore
Acconciature > Non Prenotabili,App Colore (radici) - Capelli Medi,Colore
Acconciature > Non Prenotabili,App Colore (radici) - Capelli Lunghi,Colore
Acconciature > Non Prenotabili,App Colore Completo - Capelli Corti,Colore
Acconciature > Non Prenotabili,App Colore Completo - Capelli Medi,Colore
Acconciature > Non Prenotabili,App Colore Completo - Capelli Lunghi,Colore
Acconciature > Non Prenotabili,App Meches Parziali - Capelli Medi,Meches
Acconciature > Non Prenotabili,App Meches Parziali - Capelli Lunghi,Meches
Acconciature > Non Prenotabili,App Meches Completo - Capelli Corti,Meches
Acconciature > Non Prenotabili,App Meches Completo - Capelli Medi,Meches
Acconciature > Non Prenotabili,App Meches Completo - Capelli Lunghi,Meches
Acconciature > Non Prenotabili,App Balayage - Capelli Corti,Balayage
Acconciature > Non Prenotabili,App Balayage - Capelli Medi,Balayage
Acconciature > Non Prenotabili,App Balayage - Capelli Lunghi,Balayage
Acconciature > Non Prenotabili,App Permanente - Capelli Corti,Permanente
Acconciature > Non Prenotabili,App Permanente - Capelli Medi,Permanente
Acconciature > Non Prenotabili,App Permanente - Capelli Lunghi,Permanente
Acconciature > Non Prenotabili,App Riflessante - Capelli Corti,Riflessante
Acconciature > Non Prenotabili,App Riflessante - Capelli Medi,Riflessante
Acconciature > Non Prenotabili,App Riflessante - Capelli Lunghi,Riflessante
Acconciature > Non Prenotabili,Stiraggio Innovatis - Capelli Corti,Piega
Acconciature > Non Prenotabili,Stiraggio Innovatis - Capelli Medi,Piega
Acconciature > Non Prenotabili,Stiraggio Innovatis - Capelli Lunghi,Piega
Acconciature > Non Prenotabili,Asciugatura per Keratina - Capelli Corti,Keratina
Acconciature > Non Prenotabili,Asciugatura per Keratina - Capelli Medi,Keratina
Acconciature > Non Prenotabili,Asciugatura per Keratina - Capelli Lunghi,Keratina
Acconciature > Non Prenotabili,Tonalizzante - Capelli Corti,Tonalizzante
Acconciature > Non Prenotabili,Tonalizzante - Capelli Medi,Tonalizzante
Acconciature > Non Prenotabili,Tonalizzante - Capelli Lunghi,Tonalizzante
Acconciature > Non Prenotabili,Ricostruzione - Capelli Corti,Trattamento capelli
Acconciature > Non Prenotabili,Ricostruzione - Capelli Medi,Trattamento capelli
Acconciature > Non Prenotabili,Ricostruzione - Capelli Lunghi,Trattamento capelli
Acconciature > Capelli Corti > Con Taglio,Trat Pulizia Cute - Capelli Corti,Pulizia cute
Acconciature > Capelli Medi > Con Taglio,Trat Pulizia Cute - Capelli Medi,Pulizia cute
Acconciature > Capelli Lunghi > Con Taglio,Trat Pulizia Cute - Capelli Lunghi,Pulizia cute
Acconciature > Capelli Corti > Con Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Acconciature > Capelli Corti > Senza Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Acconciature > Capelli Medi > Con Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Acconciature > Capelli Medi > Senza Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Acconciature > Capelli Lunghi > Con Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Acconciature > Capelli Lunghi > Senza Taglio,Aggiunta Piega Babyliss Tempo in più,Piega babyliss
Acconciature > Capelli Corti > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Acconciature > Capelli Corti > Con Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Acconciature > Capelli Medi > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Acconciature > Capelli Medi > Con Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Acconciature > Capelli Lunghi > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Acconciature > Capelli Lunghi > Con Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Acconciature > Capelli Corti > Senza Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Acconciature > Capelli Corti > Con Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Acconciature > Capelli Medi > Senza Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Acconciature > Capelli Medi > Con Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Acconciature > Capelli Lunghi > Senza Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Acconciature > Capelli Lunghi > Con Taglio,Aggiunta Piega Onde Tempo in più,Piega onde
Acconciature > Capelli Corti > Senza Taglio,Aggiunta Piega Frisè Tempo in più,Piega Frisè
Acconciature > Capelli Corti > Con Taglio,Aggiunta Piega Frisè Tempo in più,Piega Frisè
Acconciature > Capelli Medi > Senza Taglio,Aggiunta Piega Frisè Tempo in più,Piega Frisè
Acconciature > Capelli Medi > Con Taglio,Aggiunta Piega Frisè Tempo in più,Piega Frisè
Acconciature > Capelli Lunghi > Senza Taglio,Aggiunta Piega Frisè Tempo in più,Piega Frisè
Acconciature > Capelli Lunghi > Con Taglio,Aggiunta Piega Frisè Tempo in più,Piega Frisè
Acconciature > Capelli Corti > Senza Taglio,Pettinata,Taglio
Acconciature > Capelli Medi > Senza Taglio,Pettinata,Taglio
Acconciature > Capelli Lunghi > Senza Taglio,Pettinata,Taglio
Acconciature > Capelli Corti > Senza Taglio,Lisse Design,Taglio
Acconciature > Capelli Medi > Senza Taglio,Lisse Design,Taglio
Acconciature > Capelli Lunghi > Senza Taglio,Lisse Design,Taglio
Acconciature > Capelli Corti > Senza Taglio,Laminazione,Taglio
Acconciature > Capelli Medi > Senza Taglio,Laminazione,Taglio
Acconciature > Capelli Lunghi > Senza Taglio,Laminazione,Taglio
Acconciature > Capelli Corti > Con Taglio,Aggiunta Shampoo Specifico,Pulizia cute
Acconciature > Capelli Medi > Con Taglio,Aggiunta Shampoo Specifico,Pulizia cute
Acconciature > Capelli Lunghi > Con Taglio,Aggiunta Shampoo Specifico,Taglio
Acconciature > Capelli Corti > Senza Taglio,Aggiunta Shampoo Specifico,Taglio
Acconciature > Capelli Medi > Senza Taglio,Aggiunta Shampoo Specifico,Taglio
Acconciature > Capelli Lunghi > Senza Taglio,Aggiunta Shampoo Specifico,Taglio
Acconciature > Capelli Corti > Con Taglio,Aggiunta Maschera Specifica,Taglio
Acconciature > Capelli Medi > Con Taglio,Aggiunta Maschera Specifica,Taglio
Acconciature > Capelli Lunghi > Con Taglio,Aggiunta Maschera Specifica,Taglio
Acconciature > Capelli Corti > Senza Taglio,Aggiunta Maschera Specifica,Taglio
Acconciature > Capelli Medi > Senza Taglio,Aggiunta Maschera Specifica,Taglio
Acconciature > Capelli Lunghi > Senza Taglio,Aggiunta Maschera Specifica,Taglio
Cosmesi > Manicure,Manicure no smalto,Manicure
Cosmesi > Manicure,Manicure + smalto classico,Manicure
Cosmesi > Manicure,Manicure + Smalto semipermanente,Manicure
Cosmesi > Pedicure,Pedicure,Pedicure
Cosmesi > Ceretta,Baffetto,Ceretta
Cosmesi > Ceretta,Gambe intere,Ceretta
Cosmesi > Ceretta,Inguine parziale,Ceretta
Cosmesi > Ceretta,Inguine Integrale,Ceretta
Cosmesi > Ceretta,Braccia,Ceretta
Cosmesi > Ceretta,Glutei,Ceretta
Cosmesi > Ceretta,Metà gamba inferiore,Ceretta
Cosmesi > Ceretta,Metà gamba superiore,Ceretta
Cosmesi > Ceretta,Ascelle,Ceretta
Cosmesi > Trattamenti viso,Pulizia viso,Trattamenti viso
Cosmesi > Trattamenti viso,Trattamento illuminante,Trattamenti viso
Cosmesi > Trattamenti viso,Trattamento Anti-age,Trattamenti viso
Cosmesi > Trattamenti viso,Make-up,Makeup/Trucco
Cosmesi > Trattamenti viso,Trattamento agli Alfa-idrossiacidi (anti-macchie),Trattamenti viso
Cosmesi > Sopracciglia / Ciglia,Sopracciglia Pinzetta,Ciglia/Sopracciglia
Cosmesi > Sopracciglia / Ciglia,Sopracciglia con ceretta + pinzetta,Ciglia/Sopracciglia
Cosmesi > Trattamenti Corpo,Scrub corpo,Trattamenti Corpo
Cosmesi > Trattamenti Corpo,Massaggio Total Boody Relax,Massaggio
Cosmesi > Trattamenti Corpo,Massaggio Schiena Relax,Massaggio
Cosmesi > Trattamenti Corpo,"Trattamento con bendaggi (Drenanti, Riducenti, Tonificanti)",Trattamenti Corpo
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Gambe Intere,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Metà Gambe Superiore,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Metà Gambe Inferiore,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Gambe + Inguine Bikini,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Inguine Parziale,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Inguine Integrale,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Baffetto,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Viso Completo,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Mento Ristretto,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Mento Esteso,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Ascelle,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Glutei,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Mani,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Piedi,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Petto,Epilazione laser
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Addome,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Braccia,Ceretta
Cosmesi > Trattamento Epilazione Laser Donna / Uomo,Spalle,Epilazione laser
Cosmesi > Drenaggio Elettronico,Drenaggio Elettronico,Balayage
Cosmesi > Drenaggio Elettronico,Drenaggio Elettronico + bendaggio,Massaggio
Cosmesi > Consulenza,Consulenza Viso,Consulenza
Cosmesi > Consulenza,Consulenza Corpo,Consulenza
Cosmesi > Consulenza,Consulenza Trattamento di Epilazione Laser,Consulenza
Cosmesi > Manicure,Manicure con Ricostruzione,Manicure
Cosmesi > Manicure,Manicure Deluxe,Manicure
Cosmesi > Manicure,Refil Ricostruzione,Manicure
Cosmesi > Manicure,Rimozione ,Manicure
Cosmesi > Pedicure,Pedicure Deluxe,Pedicure
Cosmesi > Trattamenti Corpo,Massaggi Spa,Manicure
Cosmesi > Trattamenti Corpo,Massaggio Riflessologia Plantare,Massaggio
Cosmesi > Sopracciglia / Ciglia,Laminazione Ciglia,Ciglia/Sopracciglia
Cosmesi > Sopracciglia / Ciglia,Exstention Ciglia,Ciglia/Sopracciglia
Cosmesi > Trattamenti Corpo,Massaggio Spa,Manicure
Cosmesi > Pedicure,Pedicure estetico + Smalto Semipermanente,Pedicure
Acconciature > Non Prenotabili,Buono da,Ceretta
Acconciature > Non Prenotabili,App Ritocco Colore - Capelli Corti,Colore
Acconciature > Non Prenotabili,App Ritocco Colore - Capelli Medi,Colore
Acconciature > Non Prenotabili,App Ritocco Colore - Capelli Lunghi,Colore
Cosmesi > Manicure,Riparazione,Manicure
Cosmesi > Trattamenti Corpo,Trattamento Seno,Trattamenti Corpo
Cosmesi > Drenaggio Elettronico,Radiofrequenza  Addome,Trattamenti Corpo
Cosmesi > Drenaggio Elettronico,Radiofrequenza  Glutei,Trattamenti Corpo
Cosmesi > Drenaggio Elettronico,Radiofrequenza  Glutei,Trattamenti Corpo
Cosmesi > Drenaggio Elettronico,Crio Gambe,Ceretta
Cosmesi > Drenaggio Elettronico,Crio Braccia,Ceretta
Cosmesi > Drenaggio Elettronico,Crio Glutei,Ceretta
Cosmesi > Trattamenti Corpo,Massaggio agli oli essenziali o al cioccolato,Massaggio
Cosmesi > Trattamenti Corpo,Stone massage ,Massaggio
Cosmesi > Trattamenti viso,Peeling viso + massaggio viso + maschera,Trattamenti viso
Cosmesi > Trattamenti viso,Carezze viso + peeling ,Trattamenti viso
Acconciature > Capelli Lunghi > Con Taglio,"Shampoo, taglio donazione e piega",Taglio
Acconciature > Capelli Corti > Con Taglio,App Meches Parziali - Capelli Corti,Meches
Eventi ,Acconciatura,Piega
Eventi ,Pacchetto sposa ,Piega
Acconciature > Capelli Corti > Senza Taglio,consulenze open day,Taglio
Acconciature > Capelli Medi > Senza Taglio,consulenze open day,Taglio
Acconciature > Capelli Lunghi > Senza Taglio,consulenze open day,Taglio
Acconciature > KERATIN THERAPY,LISSE DESIGN CAPELLI MEDI da ,Balayage
Acconciature > KERATIN THERAPY,LISSE DESIGN CAPELLI LUNGHI  da ,Balayage
Acconciature > Capelli Corti > Con Taglio,SHAMPOO CON MASSAGGIO,Shampoo
Acconciature > Capelli Medi > Con Taglio,SHAMPOO CON MASSAGGIO,Shampoo
Acconciature > Capelli Lunghi > Con Taglio,SHAMPOO CON MASSAGGIO,Taglio
Acconciature > Capelli Corti > Senza Taglio,SHAMPOO CON MASSAGGIO,Shampoo
Acconciature > Capelli Medi > Senza Taglio,Shampoo con Massaggio ,Shampoo
nan,gsmbe inguine,Ceretta
 Ceretta > Ceretta Donna,Glutei,Ceretta
 Ceretta > Ceretta Donna,Inguine Parziale,Ceretta
 Ceretta > Ceretta Donna,Inguine Integrale,Ceretta
nan,Labbro superiore,Ceretta
nan,Mezza gamba e inguine parziale,Ceretta
nan,Corpo,Trattamenti Corpo
nan,Gamba intera e inguine parziale,Ceretta
nan,Gamba intera e inguine Totale,Epilazione laser
 Ceretta > Ceretta Donna,Gamba intera e inguine Totale,Ceretta
 Ceretta > Ceretta Donna,Ascelle cera brasiliana,Ceretta
 Ceretta > Ceretta Donna,Braccia,Ceretta
 Ceretta > Ceretta Donna,Gamba intera ,Ceretta
 Ceretta > Ceretta Donna,Mezza Gamba,Ceretta
 Ceretta > Ceretta Donna,Mezza gamba e inguine parziale o totale,Ceretta
 Ceretta > Ceretta Uomo,Petto ,Ceretta
 Ceretta > Ceretta Uomo,Schiena,Ceretta
 Ceretta > Ceretta Uomo,Gamba Intera ,Ceretta
 Ceretta > Ceretta Donna,Ascelle,Ceretta
nan,Braccia,Ceretta
nan,Inguine Totale,Ceretta
nan,Petto,Epilazione laser
nan,Schiena,Epilazione laser
Manicure > Manicure Donna, Cambio Smalto mani o piedi,Manicure
Manicure > Manicure Donna,Manicure + smalto classico o senza,Manicure
Manicure > Manicure Donna,Manicure Russa + Semipermanente,Manicure
Manicure > Manicure Donna,Manicure Giapponese,Manicure
Manicure > Manicure Uomo,Manicure uomo,Manicure
Pedicure > Pedicure Donna,Pedicure Curativo ,Pedicure
Pedicure > Pedicure Donna,Pedicure estetico con o senza Smalto,Pedicure
Pedicure > Pedicure Donna,Rimozione Semipermanente piedi,Pedicure
Pedicure > Pedicure Donna,Scrub Piedi ,Pedicure
Pedicure > Pedicure Donna,Paraffina ,Pedicure
Pedicure > Pedicure Donna,Pedicure Estetico con Semipermanente e Scrub,Pedicure
Pedicure > Pedicure Uomo,Pedicure uomo,Pedicure
Ciglia / Sopracciglia,Ceretta Labbro Superiore + Sopracciglia,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Refill Sopracciglia Ceretta,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Colore Hennè Sopracciglia,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Colore Sopracciglia,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Definizione Sopracciglia cera o pinza,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Epilazione Sopracciglia + Colore,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Laminazione Sopracciglia,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Refill Sopracciglia con Pinzetta,Ciglia/Sopracciglia
Manicure > Manicure Donna,Scrub Mani,Manicure
Laser  > Laser Donna,Laser Linea Alba,Epilazione laser
Laser  > Laser Uomo,Laser Gambe,Epilazione laser
Laser  > Laser Uomo,Laser Ascelle,Epilazione laser
Laser  > Laser Uomo,Laser Mani ,Epilazione laser
Pedicure > Pedicure Donna,Smalto Semipermanente piedi,Pedicure
Pedicure > Pedicure Donna,Pedicure Rilassante con Massagiatore elettrico,Pedicure
Trattamenti Viso,Pulizia Viso con Alta Frequenza,Trattamenti viso
Trattamenti Viso,Pulizia Viso classica,Trattamenti viso
Ricostruzione Unghie,Allungamento Gel ,Manicure
Ricostruzione Unghie,Allungamento Gel con Baby-boomer o Frech,Manicure
Ricostruzione Unghie,Allungamento Gel  Onicofagica,Manicure
Ricostruzione Unghie,Allungamento Acrygel,Manicure
Ricostruzione Unghie,Allungamento Acrygel  Onicofagia,Manicure
Ricostruzione Unghie,Cambio Colore,Manicure
Ricostruzione Unghie,Cambio Lucido,Manicure
Ricostruzione Unghie,Refil gel entro 3 sett e mezzo,Manicure
Ricostruzione Unghie,Refil gel Baby-boomer o Frech entro 3 sett e mezzo,Manicure
Ricostruzione Unghie,Refil Acrygel ,Manicure
Ricostruzione Unghie,Refil Acrygel Baby-boomer o  French,Manicure
Trattamenti Corpo,Montaggio Presso Terapia,Presso terapia
Trattamenti Corpo,Trattamento Presso Terapia,Trattamenti Corpo
Laser  > Laser Donna,Laser Gambe,Epilazione laser
Laser  > Laser Donna,Laser Mezza Gamba,Epilazione laser
Laser  > Laser Donna,Laser Ascelle ,Epilazione laser
Laser  > Laser Donna,Laser Braccia,Epilazione laser
Laser  > Laser Donna,Laser Glutei,Epilazione laser
Laser  > Laser Donna,Laser Inguine Totale o Parziale,Epilazione laser
Laser  > Laser Donna,Laser Mani,Epilazione laser
Laser  > Laser Donna,Laser Piedi,Epilazione laser
Laser  > Laser Donna,Laser Labbro Superiore,Ceretta
Laser  > Laser Donna,Laser Mento,Epilazione laser
Laser  > Laser Donna,Laser Basette,Epilazione laser
Laser  > Laser Donna,Laser Zigomi,Epilazione laser
Laser  > Laser Uomo,Laser Braccia ,Epilazione laser
Laser  > Laser Uomo,Laser Spalle ,Epilazione laser
Laser  > Laser Uomo,Laser Schiena,Epilazione laser
Laser  > Laser Uomo,Laser Petto,Epilazione laser
Laser  > Laser Uomo,Laser Addome,Epilazione laser
Laser  > Laser Uomo,Laser Collo ,Epilazione laser
Laser  > Laser Uomo,Laser Piedi,Epilazione laser
Trattamenti Corpo,Massaggio Decontratturante Schiena ,Massaggio
Trattamenti Corpo,Massaggio Drenante,Massaggio
Trattamenti Corpo,Massaggio Drenante,Massaggio
Trattamenti Corpo,Massaggio Rilassante ,Massaggio
Trattamenti Corpo,Massaggio Rilassante ,Massaggio
Trattamenti in Offerta,Allungamento unghie gel nuove clienti ,Manicure
Trattamenti in Offerta,Manicure russa+ semipermanente mani nuove clienti,Manicure
Ricostruzione Unghie,sos unghia,Manicure
 Ceretta > Ceretta Donna,Ceretta Labbro Superiore,Ceretta
 Ceretta > Ceretta Donna,Ceretta Mento,Ceretta
 Ceretta > Ceretta Donna,Ceretta Labbro Superiore + Mento,Ceretta
 Ceretta > Ceretta Donna,Ceretta Basette,Ceretta
 Ceretta > Ceretta Donna,Ceretta Brasiliana Mento,Ceretta
 Ceretta > Ceretta Donna,Ceretta Brasiliana Inguine intero o parziale,Ceretta
 Ceretta > Ceretta Donna,Ceretta  Contorno Viso,Ceretta
 Ceretta > Ceretta Uomo,Ceretta Brasiliana Petto,Ceretta
 Ceretta > Ceretta Uomo,Ceretta Brasiliana Schiena,Ceretta
 Ceretta > Ceretta Uomo,Braccia,Ceretta
 Ceretta > Ceretta Uomo,Refill Sopracciglia ,Ceretta
 Ceretta > Ceretta Uomo,Definizione Sopracciglia,Ceretta
Trattamenti Corpo,Fango Snellente Drenante,Trattamenti Corpo
Ciglia / Sopracciglia,Laminazione Ciglia,Ciglia/Sopracciglia
Ciglia / Sopracciglia,Permanente Ciglia,Ciglia/Sopracciglia
Trattamenti in Offerta,manicure con o senza smalto nuove clienti,Manicure
 Ceretta > Ceretta Donna,Ceretta gamba intera inguine parziale,Ceretta
Trattamenti in Offerta,Refill gel nuove clienti,Manicure
Trattamenti in Offerta,Massaggio Rilassante 1 prova,Makeup/Trucco
Trattamenti in Offerta,Pedicure curativo con o senza smalto nuove clienti ,Pedicure
Manicure > Manicure Donna,rimozione semipermanente mani,Manicure
Ricostruzione Unghie,rimozione gel\acrilico\acrygel,Manicure
Ricostruzione Unghie,Rubber con french ,Manicure
Trattamenti in Offerta,Pacchetto Pressotrapia prova 10 sedute,Makeup/Trucco
Trattamenti in Offerta,Pacchetto pressoterapia prova 7 sedute,Makeup/Trucco
Trattamenti in Offerta,Pacchetto pressoterapia prova 5 sedute,Makeup/Trucco
Trattamenti in Offerta,Pacchetto Pressoterapia 10 Sedute,Presso terapia
 Ceretta > Ceretta Donna,perianale,Ceretta
Ricostruzione Unghie,Refil Gel dopo 3 sett e mezzo,Manicure
Ricostruzione Unghie,Refil gel Baby-boomer o Frech dopo 3 sett e mezzo,Manicure
Trattamenti in Offerta,Rimozione semipermanente + Pedicure Estetico  con o senza smalto,Pedicure
Trattamenti in Offerta,Rimozione semipermanente piedi + Pedicure curativo,Manicure
Ricostruzione Unghie,Nails Art Base o Applicazione  Fino a 4 unghie,Manicure
Trattamenti in Offerta,Pacchetto rubber 10 sedute,Manicure
Trattamenti in Offerta,Pulizia Viso con Alta Frequenza ,Trattamenti viso
Ricostruzione Unghie,Manicure Russa + Rubber,Manicure
Tricologia,Consulenza,Consulenza
Manicure,Manicure no smalto,Manicure
Manicure,Manicure + smalto One Step,Manicure
Manicure,Manicure Russa + Smalto semipermanente unghia corte,Manicure
Pedicure,Pedicure profondo,Pedicure
Pedicure,Pedicure estetico + Smalto classico,Pedicure
Pedicure,Pedicure profondo + Smalto semipermanente,Pedicure
Pedicure,Pedicure profondo + smalto classico,Pedicure
Ceretta,Labbro Superiore,Ceretta
Ceretta,Gambe intere,Ceretta
Ceretta,Gambe intere+ Inguine,Ceretta
Ceretta,Inguine Bikini,Ceretta
Ceretta,Inguine Integrale,Ceretta
Ceretta,Braccia (metà),Ceretta
Ceretta,Gluteo,Ceretta
Ceretta,Metà gamba inferiore,Ceretta
Ceretta,Metà gamba superiore,Ceretta
Ceretta,Ascelle,Ceretta
Trattamenti viso,Pulizia viso con vaporizzatore,Trattamenti viso
Trattamenti viso,Trattamento Anti-age + Needling,Trattamenti viso
Trattamenti viso,Make-up giorno,Makeup/Trucco
Ceretta,Sopracciglia Pinzetta,Ciglia/Sopracciglia
Trattamenti Corpo,Scrub Viso corpo,Trattamenti Corpo
